Any[[0.0, 0.0], [0.0, 0.0]]
Any[[0.0, 0.0], [0.0, 0.0]]
Any[[-0.5890657129211077, 0.2987338820653242], [-0.11470816745660367, 0.6835193665879612]]
Any[[-0.049689821017007585, 0.6126354509201464], [0.15522209410575816, 0.7190822478486388]]
Any[[0.26163167428780826, 0.6992445687897888], [0.31510631380785614, 0.6674945506775264]]
Any[[0.5157473830069145, 0.7474160891555415], [0.45358875237289875, 0.6005057242004205]]
Any[[0.7784258265492322, 0.7613868667081342], [0.6072523780332173, 0.5002764541725828]]
Any[[0.9911791387843771, 0.7706526416683528], [0.7256753068569308, 0.3934580130976615]]
Any[[1.1338273973765656, 0.7901904748016627], [0.782988412972399, 0.30260228021945634]]
Any[[1.2053429678982712, 0.8184288141176931], [0.7912555182872542, 0.23584898557726214]]
Any[[1.2098815038290696, 0.8507906010467647], [0.7665794301105642, 0.19791272785837635]]
Any[[1.1690978883502843, 0.8824277855864762], [0.7253983973981808, 0.18183002917418306]]
Any[[1.1083902261493725, 0.9101039695440238], [0.6802302638056642, 0.1767189661558671]]
Any[[1.0468200190974577, 0.9327820159473971], [0.6375998802867482, 0.1744697330791385]]
Any[[0.9952229699488462, 0.9507548218950401], [0.5997092518452791, 0.17129245520198302]]
Any[[0.959062629604613, 0.9647547701574785], [0.566865900326445, 0.1660644321970898]]
Any[[0.9410177171384381, 0.9756030714851921], [0.5386901064550985, 0.15869371967139273]]
Any[[0.9429346180149879, 0.9841355500350647], [0.514433739271093, 0.1492056242868721]]
Any[[0.96870951292489, 0.9911553706696148], [0.4932126345103565, 0.13713302445637474]]
Any[[1.0251149794200525, 0.9969678856464995], [0.47618424694449146, 0.12172531841235446]]
Any[[1.0569015904664911, 0.9994179197683526], [0.47426297057278893, 0.11183164359152106]]
Any[[0.9947495473283381, 0.9998561897916157], [0.4818849523837149, 0.11971139399665422]]
Any[[0.9784361319845578, 0.9998937969300221], [0.4864929446197938, 0.12613814034972945]]
Any[[0.9761443129915531, 0.9999006584201636], [0.48764855781048166, 0.12752770576040526]]
Any[[0.9707687976484206, 0.9999187168702176], [0.4904463810579269, 0.1305968320456621]]
Any[[0.9697354740819624, 0.9999248907702675], [0.4915750643862738, 0.13163899616066127]]
Any[[0.9684880835484715, 0.9999367108018461], [0.49365425397559465, 0.13334862023227836]]
Any[[0.9686887684344277, 0.9999409700472343], [0.49450383856571156, 0.13393164884054432]]
Any[[0.9697160815221969, 0.9999499347790808], [0.4962235106243625, 0.13496538861661603]]
Any[[0.9703572768936697, 0.9999521455955825], [0.49670124944328903, 0.13520066883972226]]
Any[[0.9730686281637203, 0.9999601579326101], [0.49832064299231016, 0.13588449451845266]]
Any[[0.9730686281637203, 0.9999601579326101], [0.49832064299231016, 0.13588449451845266]]
Any[[0.9778918364816892, 0.9999688810604045], [0.5001183991168812, 0.1363673472394329]]
Any[[0.9778918364816892, 0.9999688810604045], [0.5001183991168812, 0.1363673472394329]]
Any[[0.9836860861068442, 0.9999756280517532], [0.5015931772544666, 0.13651925795118425]]
Any[[0.9836860861068442, 0.9999756280517532], [0.5015931772544666, 0.13651925795118425]]
Any[[0.9896591015719771, 0.9999808787591268], [0.5027633990466533, 0.13646661503348426]]
Any[[0.9896591015719771, 0.9999808787591268], [0.5027633990466533, 0.13646661503348426]]
Any[[0.9951775979589343, 0.9999849866383663], [0.5036483394048563, 0.13630173248852057]]
Any[[0.9951775979589343, 0.9999849866383663], [0.5036483394048563, 0.13630173248852057]]
Any[[0.9997872003625929, 0.9999882140071805], [0.5042699180928953, 0.1360887929369306]]
Any[[0.9997872003625929, 0.9999882140071805], [0.5042699180928953, 0.1360887929369306]]
Any[[1.003217913930395, 0.9999907571402962], [0.5046533548827363, 0.1358692584163231]]
Any[[1.003217913930395, 0.9999907571402962], [0.5046533548827363, 0.1358692584163231]]
Any[[1.0053754461049544, 0.9999927643160277], [0.5048270614944254, 0.1356668625766017]]
Any[[1.0053754461049544, 0.9999927643160277], [0.5048270614944254, 0.1356668625766017]]
Any[[1.0063195722145475, 0.999994348816019], [0.5048220078343222, 0.13549216929518001]]
Any[[1.0063195722145475, 0.999994348816019], [0.5048220078343222, 0.13549216929518001]]
Any[[1.0062315575282654, 0.9999955982516462], [0.5046707284414367, 0.13534664404419536]]
Any[[1.0062315575282654, 0.9999955982516462], [0.5046707284414367, 0.13534664404419536]]
Any[[1.005373696894589, 0.9999965812151839], [0.504406113775338, 0.1352261727091536]]
Any[[1.005373696894589, 0.9999965812151839], [0.504406113775338, 0.1352261727091536]]
Any[[1.0040451320864856, 0.9999973520067048], [0.5040601274726183, 0.1351239614056433]]
Any[[1.0040451320864856, 0.9999973520067048], [0.5040601274726183, 0.1351239614056433]]
Any[[1.00253884447528, 0.9999979540020983], [0.5036625762708938, 0.1350327649478538]]
Any[[1.00253884447528, 0.9999979540020983], [0.5036625762708938, 0.1350327649478538]]
Any[[1.001104845883921, 0.9999984220750339], [0.5032400312718862, 0.13494642251084657]]
Any[[1.001104845883921, 0.9999984220750339], [0.5032400312718862, 0.13494642251084657]]
Any[[0.999924060776215, 0.999998784362373], [0.5028149753091065, 0.1348607205563803]]
Any[[0.999924060776215, 0.999998784362373], [0.5028149753091065, 0.1348607205563803]]
Any[[0.9990961099763678, 0.9999990635722998], [0.5024052422314804, 0.13477365029996163]]
Any[[0.9990961099763678, 0.9999990635722998], [0.5024052422314804, 0.13477365029996163]]
Any[[0.9986419860124595, 0.9999992779751763], [0.5020238071574022, 0.1346851781662273]]
Any[[0.9986419860124595, 0.9999992779751763], [0.5020238071574022, 0.1346851781662273]]
Any[[0.9985196124579185, 0.9999994421786395], [0.5016789584356076, 0.1345966952327346]]
Any[[0.9987260278612793, 0.9999996450596006], [0.5011712145111656, 0.13451010100082197]]
Any[[1.000619629197259, 1.0000000391661195], [0.49990224474755374, 0.1342410060507117]]
Any[[1.009704896368949, 0.9999998477892426], [0.4980487203246359, 0.1330945701579845]]
Any[[0.9859195270277705, 1.0000000295655127], [0.49944856763403833, 0.13154735303330928]]
Any[[0.9839204946165724, 1.00000001412688], [0.4998655311540137, 0.13239865776571763]]
Any[[0.9845042382115226, 1.0000000133822113], [0.49990346794433066, 0.1325763820577373]]
Any[[0.9865839597405585, 1.0000000109957974], [0.5000028871065013, 0.13307335403770215]]
Any[[0.9872499452042726, 1.000000010447921], [0.5000297037246152, 0.13319605672323873]]
Any[[0.9895861107337388, 1.0000000086461522], [0.5001015517982402, 0.13355105081605465]]
Any[[0.9899869259982667, 1.0000000083978073], [0.5001138224092065, 0.13360227351089712]]
